id,title,duration,director,actors,genres,year
1632,Anokha Chamatkar,0,Krishan Malik,"Birbal, Chandrashekhar, Sudhir Dalvi",Drama,1988
1633,Anokha Daan,0,Asit Sen,"Anil Dhawan, Zaheera, Archana",Drama,1972
1634,Anokha Insaan,0,Sonika Gill,"T.P. Jain, Padma Khanna, Raza Murad",-,1986
1635,Anokha Jungle,0,Sultan,"Habib, Kamran, Shyam Kumar",Action,1956
1636,Anokha Milan,125,Jagannath Chatterjee,"Dharmendra, Pranoti Ghosh, Brahm Bhardwaj",Drama,1972
1637,Anokha Modh,0,Kamal Chandok,"Vinay, Prerana Khanna, Vyjayanti Chavan",-,1985
1638,Anokha Moti,86,Tapan Sinha,"Arjun Chakraborty, Nayab Aftab, Radhika Jajodia","Drama, Family",2000
1639,Anokha Prem,0,F.R. Irani,"Rajkumari, Jagdish Sethi, -",-,1934
1640,Anokha Pyar,0,M.I. Dharamsey,"Dilip Kumar, Nargis, Nalini Jaywant",Romance,1948
1641,Anokha Rishta,0,I.V. Sasi,"Rajesh Khanna, Smita Patil, Sabeeha",Drama,1986
1642,Anokha Shivbhakt,0,Bapu,"Krishna Ghattamaneni, Prabhakar Reddy, Sridhar",-,1978
1643,Anokhe Amar Shaheed Baba Deep Singh Ji,154,Jaswinder Chahal,"Deep Dhillon, Jaswant Saggo Jas, Kashish",History,2006
1644,Anokhi Ada,141,Mehboob Khan,"Naseem Banu, Surendra, Prem Adib","Drama, Musical, Romance",1948
1645,Anokhi Ada,150,Kundan Kumar,"Jeetendra, Rekha, Vinod Khanna","Drama, Romance",1973
1646,Anokhi Chaahat,0,nan,"-, -, -",Romance,2003
1647,Anokhi Chaal,0,A. Salaam,"Kiran Juneja, Amjad Khan, Suresh Oberoi","Action, Drama, Mystery",1995
1648,Anokhi Dulhan,0,Vicky Khan,"Asha Lata, Paro, Pradeep Sharma",Drama,1986
1649,Anokhi Muhabbat,0,Lala Yaqoob,"-, -, -",-,1934
1650,Anokhi Pehchan,0,Satyen Bose,"Sanjay Khan, Rakhee Gulzar, Simi Garewal","Drama, Romance",1972
1651,Anokhi Raat,120,Asit Sen,"Sanjeev Kumar, Zaheeda, Tarun Bose","Crime, Drama, Mystery",1968
1652,Anokhi Sewa,0,Chandrika,"-, -, -",-,1949
1653,Anona,90,Natraaj Maharshi,"Dhirajj Vinodd Kapoor, Swagata Naik, Rekha 'Brahmani' Patel",Drama,0
1654,Anpadh,150,Mohan Kumar,"Mala Sinha, Balraj Sahni, Dharmendra","Drama, Musical, Romance",1962
1655,Anpadh,0,S.M. Sagar,"Ashok Kumar, Parikshit Sahni, Zarina Wahab",Drama,1978
1656,Ansh: The Deadly Part,180,Rajan Johri,"Om Puri, Ashutosh Rana, Abbas","Crime, Drama, Thriller",2002
1657,Ansoo Ban Gaye Phool,145,Satyen Bose,"Ashok Kumar, Deb Mukherjee, Alka","Drama, Family",1969
1658,Antaheen,0,Dinesh Lakhanpal,"Seema Burman, Anang Desai, Rohini Hattangadi",Drama,1986
1659,Antardhaan,0,Arindam Bhattacharya,"Akshay Kapoor, Parambrata Chattopadhyay, Tanushree Chakraborty",Thriller,0
1660,Antardhwani,105,Apurba Kishore Bir,"Swapna Pati, Gaurav Paswala, Chaitanya Solankar",Mystery,0
1661,Antardwand,114,Sushil Rajpal,"Raj Singh Chaudhary, Raja Chaudhary, Swati Sen","Crime, Drama",2008
1662,Antarnaad,160,Shyam Benegal,"Girish Karnad, Kulbhushan Kharbanda, Shabana Azmi",Drama,1991
1663,Antenna,84,Shoib Nikash Shah,"Imran Khan, Imran Khan, Azmat Khwaja",Drama,2021
1664,Antervyathaa,90,Keshav Arya,"Keshav Arya, Veena Chaudhary, Anuradha Khaira",Drama,2020
1665,Anth,136,Sanjay Khanna,"Sunil Shetty, Somy Ali, Paresh Rawal",Action,1994
1666,Anthony Kaun Hai?,127,Raj Kaushal,"Sanjay Dutt, Arshad Warsi, Minissha Lamba","Mystery, Thriller",2006
1667,Antim Nyay,0,Sukhwant Dhadda,"Jackie Shroff, Neelam Kothari, Kulbhushan Kharbanda",Action,1993
1668,Antim: The Final Truth,0,Mahesh Manjrekar,"Salman Khan, Jisshu Sengupta, Nikitin Dheer",Action,2021
1669,Anubhav,139,Basu Bhattacharya,"Sanjeev Kumar, Tanuja, Dinesh Thakur",Drama,1971
1670,Anubhav,0,Kashinath,"Shekhar Suman, Padmini Kolhapure, Padma Khanna","Comedy, Drama, Romance",1986
1671,Anubhav: An Actor's Tale,0,T. Rajeevnath,"Jackie Shroff, Sanjay Suri, Gul Panag","Drama, Romance",2009
1672,Anubhav: An Experience,90,Sandeep Kumar,"Afrin, Amit, Neel Arvind",Crime,2003
1673,Anubhuti,110,Anirban Dutta,"Aritraa Sengupta, Shamila Bhattacharya, Rittick Bhattacharya",Drama,2021
1674,Anubhuti: Taking the Legacy Forward,45,Sanjeev Sharma Ronkel,"Neha Malhotra, Major Sriram, -",Drama,2015
1675,Anupama,148,Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Shashikala","Drama, Romance",1966
1676,Anuraag,125,Shakti Samanta,"Ashok Kumar, Nutan, Vinod Mehra",Drama,1972
1677,Anuraag,0,Madhusudan,"Pratima Devi, Usha Kiran, Mukesh","Drama, Romance",1956
1678,Anuradha,141,Hrishikesh Mukherjee,"Balraj Sahni, Leela Naidu, Abhi Bhattacharya","Drama, Romance",1960
1679,Anuradha,0,Mohan Sinha,"Maya Banerjee, Trilok Kapoor, Jeevan",-,1940
1680,Anuradha,0,Raju Mavani,"Hrishitaa Bhatt, Manoj Joshi, Sachin Khedekar",Drama,2014
1681,Anurag Maurya Act,0,Anurag Maurya,"Ragini Maurya, -, -","Biography, Music",2018
1682,Anuranan,113,Aniruddha Roy Chowdhury,"Rahul Bose, Rituparna Sengupta, Raima Sen","Drama, Romance",2006
1683,Anurodh,147,Shakti Samanta,"Rajesh Khanna, Ashok Kumar, Vinod Mehra","Drama, Family",1977
1684,Anwar,144,Manish Jha,"Nauheed Cyrusi, Pankaj Jha, Manisha Koirala","Drama, Romance, Thriller",2007
1685,Any Body Can Dance 2,154,Remo D'Souza,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor","Biography, Drama, Music",2015
1686,Anya The Other,0,Simmy Joseph,"Rajendra Bhatia, Krutika Deo, Atul Kulkarni","Action, Crime",2019
1687,Anyay Abichar,125,Shakti Samanta,"-, -, -",Action,1985
1688,Anyay Hi Anyay,0,Tarun Wadhwa,"Rita Bhaduri, Sulabha Deshpande, Shafi Inamdar","Action, Crime, Drama",1997
1689,Anyaya,0,J.S. Casshyap,"-, -, -",Family,1949
1690,Apaatkaal,137,V. Subba Rao,"Aatish Devgan, Sabah, Rita Bhaduri",Action,1993
1691,Apaharan,173,Prakash Jha,"Ajay Devgn, Nana Patekar, Bipasha Basu","Action, Crime, Drama",2005
1692,Apala,0,Ishwarlal,"-, -, -",-,1949
1693,Aparadhi,0,Gunjal,"-, -, -",-,1935
1694,Aparajitha Ayodhya,0,Kangana Ranaut,"Kangana Ranaut, -, -",Drama,2021
1695,Apartment: Rent at Your Own Risk,97,Jag Mundhra,"Rohit Roy, Tanushree Dutta, Neetu Chandra","Drama, Mystery, Thriller",2010
1696,Aplam Chaplam,0,Jeevan,"I.S. Johar, Kumkum, Tabassum",Comedy,1961
1697,Apmaan,0,Ami Asthana,"Ami Asthana, Suresh Chatwal, Manik Irani",Drama,1982
1698,Apmaan Ki Aag,0,Sardar Talukdar,"Adil Amaan, Rakesh Bedi, Dasharat","Action, Comedy, Crime",1990
1699,Apna Asmaan,110,Kaushik Roy,"Irrfan Khan, Shobana, Dhruv Piyush Panjuani","Drama, Sci-Fi",2007
1700,Apna Bana Ke Dekho,152,K. Subhash,"Prabhu Deva, Kirti Reddy, -",Drama,2001
1701,Apna Bana Lo,0,J. Om Prakash,"Jeetendra, Rekha, Amrish Puri","Drama, Family",1982
1702,Apna Banake Dekho,0,Jagdish Nirula,"Asha Parekh, Manoj Kumar, Mohan Choti",Romance,1962
1703,Apna Bhi Koi Hota,0,Girish Ranjan,"Kavita, Sunil Pandey, Seema Deo",Drama,1984
1704,Apna Desh,0,Jambulingam,"Rajesh Khanna, Mumtaz, Om Prakash","Action, Comedy, Drama",1972
1705,Apna Desh Praye Log,0,Pradeep Hooda,"Sumeet Saigal, Sonu Walia, Moon Moon Sen","Action, Drama, Family",1989
1706,Apna Farz,0,K.S.R. Das,"Krishna Ghattamaneni, Satya Narayan, Shabnam",-,1973
1707,Apna Ghar,167,Debaki Bose,"Shanta Apte, Jeevan, Mahesh Kaul",-,1942
1708,Apna Ghar,0,Kalpataru,"Pallavi Joshi, Rishi Kapoor, Shashi Kapoor","Drama, Family, Thriller",1989
1709,Apna Ghar,0,Ram Pahwa,"Shyama, Prem Nath, Nanda","Drama, Family",1960
1710,Apna Ghar Apni Kahani,0,Phani Majumdar,"Shekhar, Bina Rai, Mumtaz",Drama,1968
1711,Apna Haath Jagannath,173,Mohan Segal,"Kishore Kumar, Sayeeda Khan, Nasir Hussain",Comedy,1960
1712,Apna Kaun,0,Uday Shankar Pani,"Satyendra Kapoor, Pramode Kumar, Asha Sharma",Mystery,1996
1713,Apna Khoon,0,Babbar Subhash,"Shashi Kapoor, Hema Malini, Ashok Kumar","Action, Comedy, Crime",1978
1714,Apna Khoon Apna Dushman,0,Kamran,"Dara Singh, Anjum, Mumtaz Begum",Action,1969
1715,Apna Paraya,0,Ramchandra Thakur,"Hansa Wadkar, -, -",-,1941
1716,Apna Sapna Money Money,134,Sangeeth Sivan,"Riteish Deshmukh, Shreyas Talpade, Riya Sen","Comedy, Musical, Romance",2006
1717,Apnapan,133,J. Om Prakash,"Jeetendra, Sanjeev Kumar, Reena Roy","Drama, Romance",1977
1718,Apnapan,0,T.R. Sundaram,"-, -, -",Drama,1947
1719,Apne,173,Anil Sharma,"Dharmendra, Sunny Deol, Bobby Deol","Drama, Sport",2007
1720,Apne 2,0,Anil Sharma,"Sunny Deol, Bobby Deol, Dharmendra",Drama,2021
1721,Apne Apne,0,Ramesh Behl,"Jeetendra, Rekha, Karan Shah","Drama, Family",1987
1722,Apne Apne Sanskar,0,Indrasen Singh,"Shekhar Suman, -, -",Drama,1987
1723,Apne Begaane,137,Madhu Tejpal,"A.K. Hangal, Shreeram Lagoo, Ananth Narayan Mahadevan","Drama, Romance",1989
1724,Apne Dam Par,155,Arshad Khan,"Mithun Chakraborty, Shilpa Shirodkar, Irfan Kamal","Action, Drama",1996
1725,Apne Dushman,120,Kailash Bhandari,"Dharmendra, Sanjeev Kumar, Rakesh Pandey","Crime, Drama, Mystery",1975
1726,Apne Huye Paraye,0,Ajit Chakraborty,"Mala Sinha, Manoj Kumar, Shashikala","Drama, Family",1964
1727,Apne Paraye,123,Basu Chatterjee,"Shabana Azmi, Amol Palekar, Girish Karnad","Drama, Family, Comedy",1980
1728,Apne Paraye,0,Mahender Kumar,"Asrani, Rita Bhaduri, Nalin Dave",Drama,1982
1729,Apne Rang Hazaar,124,Ravi Tandon,"Sanjeev Kumar, Leena Chandavarkar, Danny Denzongpa","Drama, Romance",1975
1730,Apni Chhaya,0,P.L. Santoshi,"Sulochana Chatterjee, Balwant Singh, Radhakrishan",-,1950
1731,Apni Dharti Apna Desh,0,nan,"-, -, -",Drama,1978
1732,Apni Izzat,0,Nanabhai Bhatt,"David Abraham, Agha, Gope",-,1952
1733,Apni Nagariya,144,Gunjal,"Shobhna Samarth, Nazir, Jayant",-,1940
1734,Apradh,128,Feroz Khan,"Feroz Khan, Mumtaz, Prem Chopra","Action, Thriller, Romance",1972
1735,Apradhi,0,K. Ravi Shankar,"Vikas Anand, Aparajita, Arun Bakshi","Action, Crime, Drama",1992
1736,Apradhi,0,Yeshwant Pethkar,"Madhubala, Ram Singh, Leela Pandey","Crime, Drama, Thriller",1949
1737,Apradhi,122,Jugal Kishore,"Kiran Kumar, Yogeeta Bali, Imtiaz",Drama,1974
1738,Apradhi Abla,0,Narmada Shankar,"-, -, -",-,1935
1739,Apradhi Kaun,0,Mohan Bhakri,"Ram Asra, Mehak Dhanoa, Madhu",Thriller,2000
1740,Apradhi Kaun?,131,Asit Kumar Sen,"Abhi Bhattacharya, Mala Sinha, Gajanan Jagirdar",Mystery,1957
1741,Apradhi Kaun?,0,Mohan Bhakri,"Javed Khan, Rajni Sharma, Arpana Choudhary",Thriller,1982
1742,Apradhini,0,Vinod Sharma,"Vikas Anand, Leena Das, Raja Duggal",Action,1992
1743,April Fool,154,Subodh Mukherji,"Saira Banu, Biswajit Chatterjee, Jayant","Comedy, Romance, Thriller",1964
1744,Apsara,0,Gajendra,"Reshma, -, -",Drama,2002
1745,Apsara,0,V.M. Vyas,"Pradeep Kumar, Padmini, B.M. Vyas",Drama,1961
1746,AquaTales,74,Ivan Oneka,"Gorka Vázquez, -, -","Animation, Adventure",2012
1747,Aquidat Ke Phool,0,nan,"-, -, -",Romance,1968
1748,Arab Ka Saudagar,0,S.D. Narang,"Pradeep Kumar, Smriti Biswas, Shashikala",Drama,1956
1749,Arab Ka Sitara,0,R K Rehman,"Indira, Kamran, Sheila Kashmiri",Action,1961
1750,Arab Ka Sona - Abu Kaalia,0,Master Bhagwan,"Meena Rai, Dara Singh, -",Action,1979
1751,Arab Ka Sona - Abu Kaalia,0,Master Bhagwan,"Meena Rai, Dara Singh, -",Action,1979
1752,Arab Ka Sona: Abu Kaalia,0,Master Bhagwan,"Meena Rai, Dara Singh, -",Action,1979
1753,Arab Ke Lal,0,A. Shamsheer,"Indira, Shyam Kumar, Samar Roy",Drama,1964
1754,Arabian Nights,0,Niren Lahiri,"Kanan Devi, Nawab, Molina","Adventure, Fantasy",1946
1755,Aradhana,169,Shakti Samanta,"Rajesh Khanna, Sharmila Tagore, Sujit Kumar","Drama, Musical, Romance",1969
1756,Aranyaka,90,Apurba Kishore Bir,"Mohan Gokhale, Yagnaseni Jena, Sanjana Kapoor",Drama,1994
1757,Arasatchi,0,N. Maharajan,"Lara Dutta, Manivannan, Raghuvaran","Action, Crime, Drama",2004
1758,Archana,0,Satpal,"Mala Sinha, Sanjeev Kumar, Snehlata","Drama, Family",1974
1759,Archanak,0,Vishwa Naidu,"-, -, -",Thriller,2005
1760,Ardh Satya,130,Govind Nihalani,"Om Puri, Smita Patil, Amrish Puri","Crime, Drama",1983
1761,Ardhangini,0,Ajit Chakraborty,"Meena Kumari, Raaj Kumar, Shubha Khote","Family, Romance",1959
1762,Ardhangini Ek Ardhsatya,0,Reema Mukharjee,"Subrat Dutta, Reema Lagoo, Arjun Rajput",Drama,2016
1763,Arjun,154,Rahul Rawail,"Sunny Deol, Dimple Kapadia, Raj Kiran","Action, Crime, Drama",1985
1764,Arjun Dada,0,Radhika Sarathkumar,"Arjun Sarja, -, -",Action,1993
1765,Arjun Devaa,133,Imran Khan,"Mithun Chakraborty, Puru Rajkumar, Rutika Singh","Action, Crime, Musical",2001
1766,Arjun Pandit,0,Hrishikesh Mukherjee,"Sanjeev Kumar, Srividya, Ashok Kumar","Drama, Family",1976
1767,Arjun Pandit,150,Rahul Rawail,"Sunny Deol, Juhi Chawla, Saurabh Shukla","Action, Crime, Romance",1999
1768,Arjun Patiala,107,Rohit Jugraj,"Diljit Dosanjh, Kriti Sanon, Varun Sharma","Action, Comedy",2019
1769,Arjun V/S Destiny,46,Sidharth Sharma,"Kenneth Desai, Gaurav Ghatnekar, Akshat Trivedi",Mystery,2009
1770,Arjun: The Warrior Prince,96,Arnab Chaudhuri,"Pavan Buragohain, K.K. Raina, Yudhveer Bakoliya","Animation, Action, Adventure",2012
1771,Armaan,130,Fali Mistry,"Dev Anand, Madhubala, Shakila","Drama, Family",1953
1772,Armaan,127,Kidar Nath Sharma,"M. Bhagwandas, Motilal, Shamim",-,1942
1773,Armaan,158,Honey Irani,"Amitabh Bachchan, Anil Kapoor, Preity Zinta","Drama, Family, Romance",2003
1774,Armaan,0,Anand Sagar,"Raj Babbar, Ranjeeta Kaur, Shammi Kapoor",History,1981
1775,Armaan,0,nan,"-, -, -",Drama,1996
1776,Army,153,Raam Shetty,"Sridevi, Shah Rukh Khan, Harish","Action, Drama",1996
1777,Arohan,126,Pinaki Chaudhuri,"Rituparna Sengupta, Samadarshi Dutta, Soumitra Chatterjee","Drama, Family, Music",2010
1778,Around the World,178,Pachhi,"Raj Kapoor, Rajshree, Ameeta","Comedy, Romance",1967
1779,Arpan,144,J. Om Prakash,"Jeetendra, Reena Roy, Parveen Babi","Drama, Romance",1983
1780,Arpan,0,Chetan Anand,"Nimmi, Sheila Ramani, Sitara","Drama, Thriller",1957
1781,Arranged,67,Mritunjay Sharma,"-, -, -","Drama, Romance",2017
1782,Art of Murder,112,V.K. Choudhary,"Atul Hanwat, Praveen Maheswari, Priya Sharma","Crime, Drama, Mystery",2016
1783,Artap,0,nan,"-, -, -",Drama,1982
1784,Arth,138,Mahesh Bhatt,"Shabana Azmi, Kulbhushan Kharbanda, Smita Patil","Drama, Romance",1982
1785,Arthangal Aayiram,130,Rajkannu,"-, -, -",Drama,1981
1786,Article 15,130,Anubhav Sinha,"Ayushmann Khurrana, Nassar, Manoj Pahwa","Crime, Drama, Mystery",2019
1787,Arvind Desai Ki Ajeeb Dastaan,118,Saeed Akhtar Mirza,"Dilip Dhawan, Anjali Paigankar, Shreeram Lagoo",Drama,1978
1788,Aryan,181,Priyadarshan,"Mohanlal, Ramya Krishnan, Bob Christo","Action, Drama",1988
1789,Aryan: Unbreakable,135,Abhishek Kapoor,"Sohail Khan, Sneha Ullal, Inder Kumar","Action, Drama, Sport",2006
1790,Aryans,101,Anmol Mishra,"Tom Alter, Eloise Antonie, Keiran Arthur","Comedy, History",2017
1791,Arzoo,0,M. Issa,"R.M. Vaidya, -, -",-,1942
1792,Arzoo,128,Shaheed Latif,"Kamini Kaushal, Dilip Kumar, Shashikala","Musical, Romance",1950
1793,Arzoo,177,Ramanand Sagar,"Rajendra Kumar, Sadhana, Feroz Khan","Drama, Musical, Romance",1965
1794,As the river flows,100,Bidyut Kotoky,"Victor Banerjee, Bidita Bag, Preeti Jhangiani",Drama,2015
1795,Asambhav,139,Rajiv Rai,"Arjun Rampal, Naseeruddin Shah, Priyanka Chopra Jonas","Action, Adventure, Drama",2004
1796,Asambhava,0,Jagdish Banerjee,"Master Bhagwan, Rohini Hattangadi, Saeed Jaffrey",Drama,1984
1797,Asana Travelogue,105,Jan Schmidt-Garre,"B.K.S. Iyengar, Patthabi Jois, Sri T. Krishnamacharya","Documentary, History",2012
1798,Asar,145,Dinesh Chaudhary,"Sangeeta Choudhary, Uttar Kumar, Raju Maan","Drama, Comedy, Family",2007
1799,Asar 2,110,Dinesh Chaudhary,"Uttar Kumar, Raju Maan, Arvind Malik",Family,2016
1800,Ascharyachakit!,90,Samit Kakkad,"Priyanka Bose, Vaibhav Raj Gupta, Ankit Raaj","Drama, Romance",2018
1801,Aseem Aasha,0,nan,"-, -, -",Drama,2001
1802,Aseema: Beyond Boundaries,0,Sisir Misra,"Gracy Singh, Asseem Merchant, Neha Pendse","Drama, Romance",2009
1803,Asha,0,Meghani,"Tiwari, -, -",-,1948
1804,Asha - Education To Girls,60,Amit r Agarwal,"-, -, -",Drama,2012
1805,Asha Jyoti,142,Narayana Rao Dasari,"Rajesh Khanna, Reena Roy, Rekha","Drama, Family, Romance",1984
1806,Ashaant,141,Keshu Ramsay,"Akshay Kumar, Vishnuvardhan, Ashwini Bhave","Action, Thriller",1993
1807,Ashanti,0,Umesh Mehra,"Rajesh Khanna, Zeenat Aman, Parveen Babi","Action, Adventure, Crime",1982
1808,Ashgari Bai,46,Priti Chandriani,"Brahmanand S. Singh, -, -",Documentary,1998
1809,Ashiana,104,B. Trilochan,"Nargis, Raj Kapoor, Shivraj","Drama, Romance",1952
1810,Ashiana,0,Sukumar Dasgupta,"Jeevan, Manilal, -",-,1936
1811,Ashiq C.I.D.,0,Raj Babu,"Bharati Devi, Krishna Ghattamaneni, Jyothi Lakshmi",Action,1973
1812,Ashirwad,0,Ramchandra Thakur,"Jillo, Lalita Pawar, Balwant Singh",-,1943
1813,Ashley,103,Kewal Singh,"Rishi Bhutani, Dolly Chawla, Gurleen Chopra",Thriller,2017
1814,Ashok Chakra: Tribute to Real Heroes,86,S.P. Muneshwar,"Rajan Verma, Sudesh Berry, Arun Bakshi",Action,2010
1815,Ashok Vatika,97,Rahul Mallick,"Kunj Anand, Sanjay Bishnoi, Paras Zutshi",Drama,2018
1816,Ashoka the Great,180,Santosh Sivan,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa","Action, Biography, Drama",2001
1817,Ashoka the Hero,70,Gaurav Jain,"-, -, -",Animation,2011
1818,Ashray,0,Biplab Roy Chowdhury,"Anita Das, Daya Dongre, Shafi Inamdar",Drama,1983
1819,Ashtalakshmi,0,V.R. Swamy,"-, -, -",Drama,1994
1820,Ashwa: The Black Horse,0,Shyam Ranjankar,"Yogesh Chikne, Sadhu Meher, Sachin Shankar",Drama,1993
1821,Ashwani,0,Bhanuchander,"Shashi Dhar, Janardanan, Vallabaneni Janardhan",Drama,1991
1822,Ashwatthama,120,Pushpendra Singh,"-, -, -",Fantasy,2017
1823,Asiai Sitara,0,Haribhai Raghunathji Desai,"Master Vithal, Jenabai Pawar, Dulia",-,1937
1824,Asli Haqdaar,0,K.D. Singh,"Sadashiv Amrapurkar, Rakesh Bedi, Sonika Gill",Action,1990
1825,Asli Naqli,128,Sudarshan Nag,"Shatrughan Sinha, Rajinikanth, Anita Raj",Drama,1986
1826,Asli-Naqli,145,Hrishikesh Mukherjee,"Dev Anand, Sadhana, Nasir Hussain","Drama, Musical, Romance",1962
1827,Asliyat,0,Raghunath Singh,"Aruna Irani, Jagdeep, Farida Jalal",Thriller,1974
1828,Asmaan Se Ooncha,0,Mehul Kumar,"Jeetendra, Raj Babbar, Anita Raj","Action, Drama, Family",1989
1829,Asmat Ka Moti,0,Fram Sethna,"Patience Cooper, Mohan, -",-,1935
1830,ASOORAN,0,Veluprabhakaran,"-, -, -",Drama,1995
1831,Asra,0,Chimankant Gandhi,"Lalit J. Mehta, Sardar Akhtar, Amar",Comedy,1941
1832,Asseri Havis,0,Usha,"-, -, -",-,1936
1833,Assignment Bombay,0,Deepak Bahry,"Helen, Jagdeep, Asha Sachdev",Action,1978
1834,Asthi the Ashes,110,Dinkar Rao,"Antara Rao, -, -",Biography,2021
1835,Astik,0,Shahu Modak,"Meenaxi, B.M. Vyas, Praveen Paul",Drama,1956
1836,Astitva,109,Mahesh Manjrekar,"Tabu, Sachin Khedekar, Mohnish Bahl",Drama,2000
1837,Astounding Courage in Distress,102,Priyanka Singh,"Mansinghms, Indu Prasad, Man Singh",Family,2020
1838,Aswamedham,0,K. Raghavendra Rao,"Nandamuri Balakrishna, Sobhan Babu, Amrish Puri","Action, Drama",1992
1839,At My Doorstep,70,Nishtha Jain,"-, -, -",Documentary,2009
1840,At the Crossroads Nondon Bagchi Life and Living,70,Sarmistha Maiti,"Rajdeep Paul, Nondon Bagchi, Anjan Dutt","Documentary, Biography, Music",2013
1841,Ata Pata Lapatta,120,Rajpal Yadav,"Asrani, Amit Behl, Lankesh Bhardwaj","Comedy, Musical",2012
1842,Atal Faisla,127,Abdul Sattar,"Sahil Akhtar, Himayat Ali, Aman Jain",Drama,2018
1843,Ateet,120,Tanuj Bhramar,"Rajeev Khandelwal, Priyamani, Sanjay Suri",Thriller,2020
1844,Athbhutha Dweepu,127,Vinayan,"Ajaykumar, Prithviraj Sukumaran, Mallika Kapoor","Action, Adventure, Comedy",2005
1845,Atheetha,0,Ravi Poojar,"Mohan Juneja, Priyanka, Rajesh",Drama,2011
1846,Athidhi,300,Surender Reddy,"Mahesh Babu, Amrita Rao, Ajay",Action,2007
1847,Atin Ella and Charadhaya,105,nan,"-, -, -",Drama,2016
1848,Atishbaz,165,Mukhtar Ahmed,"Shatrughan Sinha, Anita Raj, Aditya Pancholi","Crime, Drama",1990
1849,Atithee,138,Aravind Sen,"Shashi Kapoor, Shabana Azmi, Shatrughan Sinha","Drama, Romance",1978
1850,Atithi Bhooto Bhava,0,Hardik Gajjar,"Pratik Gandhi, Jackie Shroff, Sharmin Segal","Comedy, Drama, Romance",2021
1851,Atithi Kab Aoge Shhamshan,135,Vipin k Sethie,"Manoj Bakshi, Vipin k Sethie, Avnish Pawar",Comedy,2020
1852,Atithi Tum Kab Jaoge?,155,Ashwani Dhir,"Ajay Devgn, Konkona Sen Sharma, Paresh Rawal",Comedy,2010
1853,Atkan Chatkan,126,Shiv Hare,"Lydian Nadhaswaram, Sachin Chaudhary, Tamanna Dipak","Drama, Musical",2020
1854,Atlas,0,Vikas Kalpana Dwivedi,"Narottam Ben, Singh Bhupesh, Devendra Singh Dev",Drama,2021
1855,Atma Tarang,0,Sohrab Modi,"-, -, -",-,1937
1856,Atma Vishwas,0,Mandhar Shetty,"Firoz Irani, Kiran Kumar, Shashi Ranjan",Drama,1985
1857,Atmadaan,0,Rishi Sharma,"Sadashiv Amrapurkar, Abhi Bhattacharya, Rameshwari",Drama,1989
1858,Atmaram,0,Sohanlal Kanwar,"Pran, Amjad Khan, Vinod Mehra",Family,1979
1859,Atrangi Re,0,Aanand L. Rai,"Akshay Kumar, Dhanush, Sara Ali Khan","Comedy, Drama, Romance",2021
1860,Atript Atma,0,Amar Nanda,"-, -, -",Horror,1983
1861,Atrupt,104,Himmat Vans,"Neelam Bhanushali, Ayesha Qureshi, Mayra Awasthi",Thriller,2016
1862,Attack,0,Lakshya Raj Anand,"Rakul Preet Singh, John Abraham, Jacqueline Fernandez","Action, Thriller",2021
1863,Attahaasa,171,A.M.R. Ramesh,"Kishore Kumar G., Arjun Sarja, Raai Laxmi","Biography, Crime, Thriller",2013
1864,Attention,0,M. Navewala,"Benjamin, Yasmini, Malka",Action,1946
1865,Attilokasundari,0,Sridevi,"-, -, -",-,1990
1866,Atyachaar,0,Akashdeep,"Tom Alter, Chandrashekhar, Manik Choudhary",Drama,1978
1867,Atyachar Lekin Kab Tak,0,Haris Pal,"Anup Jain, Sandeep Vyas, -",Drama,2013
1868,August 2,0,Krishnan Pv,"Joyita Das, Azad Rahul, Rehman Sameer",Thriller,2012
1869,Aulaad Ki Khatir,0,Kanwar Jagdish,"Mohan Choti, Deep Dhillon, Kamal Kapoor",Drama,1990
1870,Aulad,0,Vijay Sadanah,"Jeetendra, Jaya Prada, Sridevi",Drama,1987
1871,Aulad,142,Kundan Kumar,"Jeetendra, Babita Kapoor, Mehmood","Comedy, Drama",1968
1872,Aulad,139,Mohan Segal,"Arun, Usha Kiran, Lalita Kumari","Drama, Family",1954
1873,Aulad Ke Dushman,152,Rajkumar Kohli,"Vikas Anand, Harbans Darshan M. Arora, Raj Babbar",Drama,1993
1874,Aulea-E-Islam,0,A. Shamsheer,"Farida Jalal, Imtiaz Khan, Rajendranath Malhotra",Drama,1979
1875,Aunty No. 1,160,Kirti Kumar,"Govinda, Raveena Tandon, Harish","Comedy, Drama, Romance",1998
1876,Aur Dhol Bajta Raha,0,Bijay Giri,"Savita Bajaj, Sudhir Dalvi, Nanda",Drama,1991
1877,Aur Ek Dharmatma,0,Kranthi Kumar,"Nagarjuna Akkineni, J.D. Chakravarthi, Charu Haasan",Action,1991
1878,Aur Ek Prem Kahani,0,Balu Mahendra,"Sudhir Ahuja, Sushma Ahuja, Akshay Anand",Romance,1996
1879,Aur Kaun?,136,Shyam Ramsay,"Tulsi Ramsay, Sachin Pilgaonkar, Rajni Sharma","Horror, Mystery, Thriller",1979
1880,Aur Pappu Pass Ho Gaya,142,S. Soni,"Krishna Abhishek, Kashmira Shah, Jackie Shroff",Comedy,2007
